,Country,Year,LPI_Score,LPI_Score_Interpolated
1521,Sierra Leone,2016,2.025402,2.025402
1522,Sierra Leone,2017,,2.0517175
1523,Sierra Leone,2018,2.078033,2.078033
1524,Sierra Leone,2019,,2.078033
1525,Sierra Leone,2020,,2.078033
1526,Sierra Leone,2021,,2.078033
1527,Sierra Leone,2022,,2.078033
1528,Sierra Leone,2023,,2.078033
1529,Sierra Leone,2024,,2.078033
1530,Singapore,2015,,4.143632
1531,Singapore,2016,4.143632,4.143632
1532,Singapore,2017,,4.0698755
1533,Singapore,2018,3.996119,3.996119
1534,Singapore,2019,,4.0568952
1535,Singapore,2020,,4.1176714
1536,Singapore,2021,,4.1784476
1537,Singapore,2022,,4.2392238
1538,Singapore,2023,4.3,4.3
1539,Singapore,2024,,4.3
1540,Slovak Republic,2015,,3.336895
1541,Slovak Republic,2016,3.336895,3.336895
1542,Slovak Republic,2017,,3.1820125
1543,Slovak Republic,2018,3.02713,3.02713
1544,Slovak Republic,2019,,3.081704
1545,Slovak Republic,2020,,3.136278
1546,Slovak Republic,2021,,3.190852
1547,Slovak Republic,2022,,3.245426
1548,Slovak Republic,2023,3.3,3.3
1549,Slovak Republic,2024,,3.3
1550,Slovenia,2015,,3.184508
1551,Slovenia,2016,3.184508,3.184508
1552,Slovenia,2017,,3.249644
1553,Slovenia,2018,3.31478,3.31478
1554,Slovenia,2019,,3.311824
1555,Slovenia,2020,,3.308868
1556,Slovenia,2021,,3.305912
1557,Slovenia,2022,,3.302956
1558,Slovenia,2023,3.3,3.3
1559,Slovenia,2024,,3.3
1560,Solomon Islands,2015,,2.417321
1561,Solomon Islands,2016,2.417321,2.417321
1562,Solomon Islands,2017,,2.4942805
1563,Solomon Islands,2018,2.57124,2.57124
1564,Solomon Islands,2019,,2.616992
1565,Solomon Islands,2020,,2.662744
1566,Solomon Islands,2021,,2.708496
1567,Solomon Islands,2022,,2.754248
1568,Solomon Islands,2023,2.8,2.8
1569,Solomon Islands,2024,,2.8
1570,Somalia,2015,,1.747098
1571,Somalia,2016,1.747098,1.747098
1572,Somalia,2017,,1.9778875
1573,Somalia,2018,2.208677,2.208677
1574,Somalia,2019,,2.1669416
1575,Somalia,2020,,2.1252062
1576,Somalia,2021,,2.0834708
1577,Somalia,2022,,2.0417354
1578,Somalia,2023,2,2
1579,Somalia,2024,,2
1580,South Africa,2015,,3.775321
1581,South Africa,2016,3.775321,3.775321
1582,South Africa,2017,,3.5757155
1583,South Africa,2018,3.37611,3.37611
1584,South Africa,2019,,3.440888
1585,South Africa,2020,,3.505666
1586,South Africa,2021,,3.570444
1587,South Africa,2022,,3.635222
1588,South Africa,2023,3.7,3.7
1589,South Africa,2024,,3.7
1590,South Korea,2015,,
1591,South Korea,2016,,
1592,South Korea,2017,,
1593,South Korea,2018,,
1594,South Korea,2019,,
1595,South Korea,2020,,
1596,South Korea,2021,,
1597,South Korea,2022,,
1598,South Korea,2023,,
1599,South Korea,2024,,
1600,Spain,2015,,3.727412
1601,Spain,2016,3.727412,3.727412
1602,Spain,2017,,3.779374
1603,Spain,2018,3.831336,3.831336
1604,Spain,2019,,3.8450688
1605,Spain,2020,,3.8588016
1606,Spain,2021,,3.8725344
1607,Spain,2022,,3.8862672
1608,Spain,2023,3.9,3.9
1609,Spain,2024,,3.9
1610,Sri Lanka,2015,,2.597928
1611,Sri Lanka,2016,,2.597928
1612,Sri Lanka,2017,,2.597928
1613,Sri Lanka,2018,2.597928,2.597928
1614,Sri Lanka,2019,,2.6383424
1615,Sri Lanka,2020,,2.6787568
1616,Sri Lanka,2021,,2.7191712
1617,Sri Lanka,2022,,2.7595856
1618,Sri Lanka,2023,2.8,2.8
1619,Sri Lanka,2024,,2.8
1620,Sudan,2015,,2.530408
1621,Sudan,2016,2.530408,2.530408
1622,Sudan,2017,,2.478991
1623,Sudan,2018,2.427574,2.427574
1624,Sudan,2019,,2.4220592
1625,Sudan,2020,,2.4165444
1626,Sudan,2021,,2.4110296
1627,Sudan,2022,,2.4055148
1628,Sudan,2023,2.4,2.4
1629,Sudan,2024,,2.4
1630,Sweden,2015,,4.204593
1631,Sweden,2016,4.204593,4.204593
1632,Sweden,2017,,4.128749
1633,Sweden,2018,4.052905,4.052905
1634,Sweden,2019,,4.042324
1635,Sweden,2020,,4.031743
1636,Sweden,2021,,4.021162
1637,Sweden,2022,,4.010581
1638,Sweden,2023,4,4
1639,Sweden,2024,,4
1640,Switzerland,2015,,3.987158
1641,Switzerland,2016,3.987158,3.987158
1642,Switzerland,2017,,3.944265
1643,Switzerland,2018,3.901372,3.901372
1644,Switzerland,2019,,3.9410976
1645,Switzerland,2020,,3.9808232
1646,Switzerland,2021,,4.0205488
1647,Switzerland,2022,,4.0602744
1648,Switzerland,2023,4.1,4.1
1649,Switzerland,2024,,4.1
1650,Syria,2015,,
1651,Syria,2016,,
1652,Syria,2017,,
1653,Syria,2018,,
1654,Syria,2019,,
1655,Syria,2020,,
1656,Syria,2021,,
1657,Syria,2022,,
1658,Syria,2023,,
1659,Syria,2024,,
1660,Syrian Arab Republic,2015,,1.598322
1661,Syrian Arab Republic,2016,1.598322,1.598322
1662,Syrian Arab Republic,2017,,1.9469315
1663,Syrian Arab Republic,2018,2.295541,2.295541
1664,Syrian Arab Republic,2019,,2.2964328
1665,Syrian Arab Republic,2020,,2.2973246
1666,Syrian Arab Republic,2021,,2.2982164
1667,Syrian Arab Republic,2022,,2.2991082
1668,Syrian Arab Republic,2023,2.3,2.3
1669,Syrian Arab Republic,2024,,2.3
1670,São Tomé and Principe,2015,,2.325633
1671,São Tomé and Principe,2016,2.325633,2.325633
1672,São Tomé and Principe,2017,,2.48942
1673,São Tomé and Principe,2018,2.653207,2.653207
1674,São Tomé and Principe,2019,,2.653207
1675,São Tomé and Principe,2020,,2.653207
1676,São Tomé and Principe,2021,,2.653207
1677,São Tomé and Principe,2022,,2.653207
1678,São Tomé and Principe,2023,,2.653207
1679,São Tomé and Principe,2024,,2.653207
1680,TC<rkiye,2015,,3.4
1681,TC<rkiye,2016,,3.4
1682,TC<rkiye,2017,,3.4
1683,TC<rkiye,2018,,3.4
1684,TC<rkiye,2019,,3.4
1685,TC<rkiye,2020,,3.4
1686,TC<rkiye,2021,,3.4
1687,TC<rkiye,2022,,3.4
1688,TC<rkiye,2023,3.4,3.4
1689,TC<rkiye,2024,,3.4
1690,Taiwan,2015,,
1691,Taiwan,2016,,
1692,Taiwan,2017,,
1693,Taiwan,2018,,
1694,Taiwan,2019,,
1695,Taiwan,2020,,
1696,Taiwan,2021,,
1697,Taiwan,2022,,
1698,Taiwan,2023,,
1699,Taiwan,2024,,
1700,"Taiwan, China",2015,,3.697594
1701,"Taiwan, China",2016,3.697594,3.697594
1702,"Taiwan, China",2017,,3.648658
1703,"Taiwan, China",2018,3.599722,3.599722
1704,"Taiwan, China",2019,,3.6597776
1705,"Taiwan, China",2020,,3.7198332
1706,"Taiwan, China",2021,,3.7798888
1707,"Taiwan, China",2022,,3.8399444
1708,"Taiwan, China",2023,3.9,3.9
1709,"Taiwan, China",2024,,3.9
1710,Tajikistan,2015,,2.062743
1711,Tajikistan,2016,2.062743,2.062743
1712,Tajikistan,2017,,2.2011505
1713,Tajikistan,2018,2.339558,2.339558
1714,Tajikistan,2019,,2.3716464
1715,Tajikistan,2020,,2.4037348
1716,Tajikistan,2021,,2.4358232
1717,Tajikistan,2022,,2.4679116
1718,Tajikistan,2023,2.5,2.5
1719,Tajikistan,2024,,2.5
1720,Tanzania,2015,,2.990185
1721,Tanzania,2016,2.990185,2.990185
1722,Tanzania,2017,,2.990185
1723,Tanzania,2018,,2.990185
1724,Tanzania,2019,,2.990185
1725,Tanzania,2020,,2.990185
1726,Tanzania,2021,,2.990185
1727,Tanzania,2022,,2.990185
1728,Tanzania,2023,,2.990185
1729,Tanzania,2024,,2.990185
1730,Thailand,2015,,3.2551
1731,Thailand,2016,3.2551,3.2551
1732,Thailand,2017,,3.333079
1733,Thailand,2018,3.411058,3.411058
1734,Thailand,2019,,3.4288464
1735,Thailand,2020,,3.4466348
1736,Thailand,2021,,3.4644232
1737,Thailand,2022,,3.4822116
1738,Thailand,2023,3.5,3.5
1739,Thailand,2024,,3.5
1740,Timor-Leste,2015,,
1741,Timor-Leste,2016,,
1742,Timor-Leste,2017,,
1743,Timor-Leste,2018,,
1744,Timor-Leste,2019,,
1745,Timor-Leste,2020,,
1746,Timor-Leste,2021,,
1747,Timor-Leste,2022,,
1748,Timor-Leste,2023,,
1749,Timor-Leste,2024,,
1750,Togo,2015,,2.617778
1751,Togo,2016,2.617778,2.617778
1752,Togo,2017,,2.5326195
1753,Togo,2018,2.447461,2.447461
1754,Togo,2019,,2.4579688
1755,Togo,2020,,2.4684766
1756,Togo,2021,,2.4789844
1757,Togo,2022,,2.4894922
1758,Togo,2023,2.5,2.5
1759,Togo,2024,,2.5
1760,Trinidad and Tobago,2015,,2.398418
1761,Trinidad and Tobago,2016,2.398418,2.398418
1762,Trinidad and Tobago,2017,,2.40703
1763,Trinidad and Tobago,2018,2.415642,2.415642
1764,Trinidad and Tobago,2019,,2.4325136
1765,Trinidad and Tobago,2020,,2.4493852
1766,Trinidad and Tobago,2021,,2.4662568
1767,Trinidad and Tobago,2022,,2.4831284
1768,Trinidad and Tobago,2023,2.5,2.5
1769,Trinidad and Tobago,2024,,2.5
1770,Tunisia,2015,,2.496688
1771,Tunisia,2016,2.496688,2.496688
1772,Tunisia,2017,,2.5331175
1773,Tunisia,2018,2.569547,2.569547
1774,Tunisia,2019,,2.569547
1775,Tunisia,2020,,2.569547
1776,Tunisia,2021,,2.569547
1777,Tunisia,2022,,2.569547
1778,Tunisia,2023,,2.569547
1779,Tunisia,2024,,2.569547
1780,Turkey,2015,,3.423693
1781,Turkey,2016,3.423693,3.423693
1782,Turkey,2017,,3.284751
1783,Turkey,2018,3.145809,3.145809
1784,Turkey,2019,,3.145809
1785,Turkey,2020,,3.145809
1786,Turkey,2021,,3.145809
1787,Turkey,2022,,3.145809
1788,Turkey,2023,,3.145809
1789,Turkey,2024,,3.145809
1790,Turkmenistan,2015,,2.211396
1791,Turkmenistan,2016,2.211396,2.211396
1792,Turkmenistan,2017,,2.3106
1793,Turkmenistan,2018,2.409804,2.409804
1794,Turkmenistan,2019,,2.409804
1795,Turkmenistan,2020,,2.409804
1796,Turkmenistan,2021,,2.409804
1797,Turkmenistan,2022,,2.409804
1798,Turkmenistan,2023,,2.409804
1799,Turkmenistan,2024,,2.409804
1800,Uganda,2015,,3.043284
1801,Uganda,2016,3.043284,3.043284
1802,Uganda,2017,,2.8093445
1803,Uganda,2018,2.575405,2.575405
1804,Uganda,2019,,2.575405
1805,Uganda,2020,,2.575405
1806,Uganda,2021,,2.575405
1807,Uganda,2022,,2.575405
1808,Uganda,2023,,2.575405
1809,Uganda,2024,,2.575405
1810,Ukraine,2015,,2.736683
1811,Ukraine,2016,2.736683,2.736683
1812,Ukraine,2017,,2.7834305
1813,Ukraine,2018,2.830178,2.830178
1814,Ukraine,2019,,2.8041424
1815,Ukraine,2020,,2.7781068
1816,Ukraine,2021,,2.7520712
1817,Ukraine,2022,,2.7260356
1818,Ukraine,2023,2.7,2.7
1819,Ukraine,2024,,2.7
1820,United Arab Emirates,2015,,3.941767
1821,United Arab Emirates,2016,3.941767,3.941767
1822,United Arab Emirates,2017,,3.949102
1823,United Arab Emirates,2018,3.956437,3.956437
1824,United Arab Emirates,2019,,3.9651496
1825,United Arab Emirates,2020,,3.9738622
1826,United Arab Emirates,2021,,3.9825748
1827,United Arab Emirates,2022,,3.9912874
1828,United Arab Emirates,2023,4,4
1829,United Arab Emirates,2024,,4
1830,United Kingdom,2015,,4.069669
1831,United Kingdom,2016,4.069669,4.069669
1832,United Kingdom,2017,,4.028363
1833,United Kingdom,2018,3.987057,3.987057
1834,United Kingdom,2019,,3.9296456
1835,United Kingdom,2020,,3.8722342
1836,United Kingdom,2021,,3.8148228
1837,United Kingdom,2022,,3.7574114
1838,United Kingdom,2023,3.7,3.7
1839,United Kingdom,2024,,3.7
1840,United States,2015,,3.992172
1841,United States,2016,3.992172,3.992172
1842,United States,2017,,3.9386505
1843,United States,2018,3.885129,3.885129
1844,United States,2019,,3.8681032
1845,United States,2020,,3.8510774
1846,United States,2021,,3.8340516
1847,United States,2022,,3.8170258
1848,United States,2023,3.8,3.8
1849,United States,2024,,3.8
1850,Uruguay,2015,,2.974545
1851,Uruguay,2016,2.974545,2.974545
1852,Uruguay,2017,,2.829816
1853,Uruguay,2018,2.685087,2.685087
1854,Uruguay,2019,,2.7480696
1855,Uruguay,2020,,2.8110522
1856,Uruguay,2021,,2.8740348
1857,Uruguay,2022,,2.9370174
1858,Uruguay,2023,3,3
1859,Uruguay,2024,,3
1860,Uzbekistan,2015,,2.404525
1861,Uzbekistan,2016,2.404525,2.404525
1862,Uzbekistan,2017,,2.4908905
1863,Uzbekistan,2018,2.577256,2.577256
1864,Uzbekistan,2019,,2.5818048
1865,Uzbekistan,2020,,2.5863536
1866,Uzbekistan,2021,,2.5909024
1867,Uzbekistan,2022,,2.5954512
1868,Uzbekistan,2023,2.6,2.6
1869,Uzbekistan,2024,,2.6
1870,Venezuela,2015,,
1871,Venezuela,2016,,
1872,Venezuela,2017,,
1873,Venezuela,2018,,
1874,Venezuela,2019,,
1875,Venezuela,2020,,
1876,Venezuela,2021,,
1877,Venezuela,2022,,
1878,Venezuela,2023,,
1879,Venezuela,2024,,
1880,"Venezuela, RB",2015,,2.39078
1881,"Venezuela, RB",2016,2.39078,2.39078
1882,"Venezuela, RB",2017,,2.309998
1883,"Venezuela, RB",2018,2.229216,2.229216
1884,"Venezuela, RB",2019,,2.2433728
1885,"Venezuela, RB",2020,,2.2575296
1886,"Venezuela, RB",2021,,2.2716864
1887,"Venezuela, RB",2022,,2.2858432
1888,"Venezuela, RB",2023,2.3,2.3
1889,"Venezuela, RB",2024,,2.3
1890,Vietnam,2015,,2.976629
1891,Vietnam,2016,2.976629,2.976629
1892,Vietnam,2017,,3.1253045
1893,Vietnam,2018,3.27398,3.27398
1894,Vietnam,2019,,3.279184
1895,Vietnam,2020,,3.284388
1896,Vietnam,2021,,3.289592
1897,Vietnam,2022,,3.294796
1898,Vietnam,2023,3.3,3.3
1899,Vietnam,2024,,3.3
1900,Yemen,2015,,
1901,Yemen,2016,,
1902,Yemen,2017,,
1903,Yemen,2018,,
1904,Yemen,2019,,
1905,Yemen,2020,,
1906,Yemen,2021,,
1907,Yemen,2022,,
1908,Yemen,2023,,
1909,Yemen,2024,,
1910,"Yemen, Rep.",2015,,2.265255
1911,"Yemen, Rep.",2016,,2.265255
1912,"Yemen, Rep.",2017,,2.265255
1913,"Yemen, Rep.",2018,2.265255,2.265255
1914,"Yemen, Rep.",2019,,2.252204
1915,"Yemen, Rep.",2020,,2.239153
1916,"Yemen, Rep.",2021,,2.226102
1917,"Yemen, Rep.",2022,,2.213051
1918,"Yemen, Rep.",2023,2.2,2.2
1919,"Yemen, Rep.",2024,,2.2
1920,Zambia,2015,,2.429813
1921,Zambia,2016,2.429813,2.429813
1922,Zambia,2017,,2.478063
1923,Zambia,2018,2.526313,2.526313
1924,Zambia,2019,,2.526313
1925,Zambia,2020,,2.526313
1926,Zambia,2021,,2.526313
1927,Zambia,2022,,2.526313
1928,Zambia,2023,,2.526313
1929,Zambia,2024,,2.526313
1930,Zimbabwe,2015,,2.082408
1931,Zimbabwe,2016,2.082408,2.082408
1932,Zimbabwe,2017,,2.1012645
1933,Zimbabwe,2018,2.120121,2.120121
1934,Zimbabwe,2019,,2.1960968
1935,Zimbabwe,2020,,2.2720726
1936,Zimbabwe,2021,,2.3480484
1937,Zimbabwe,2022,,2.4240242
1938,Zimbabwe,2023,2.5,2.5
1939,Zimbabwe,2024,,2.5
